timestamp,brightness_pct
2025-05-09T12:37:41.766224,12.5
2025-05-09T12:37:41.967594,18.8
2025-05-09T12:37:42.168468,12.5
2025-05-09T12:37:42.369416,18.8
2025-05-09T12:37:42.570190,18.8
2025-05-09T12:37:42.771105,18.8
2025-05-09T12:37:42.971851,12.5
2025-05-09T12:37:43.172690,12.5
2025-05-09T12:37:43.373572,18.8
2025-05-09T12:37:43.574589,18.8
2025-05-09T12:37:43.775630,18.8
2025-05-09T12:37:43.976603,18.8
2025-05-09T12:37:44.177544,18.8
2025-05-09T12:37:44.378441,12.5
2025-05-09T12:37:44.579427,12.5
2025-05-09T12:37:44.780369,12.5
2025-05-09T12:37:44.981181,18.8
2025-05-09T12:37:45.182014,18.8
2025-05-09T12:37:45.382876,18.8
2025-05-09T12:37:45.583692,18.8
2025-05-09T12:37:45.784681,18.8
2025-05-09T12:37:45.986328,12.5
2025-05-09T12:37:46.187366,12.5
2025-05-09T12:37:46.388098,12.5
2025-05-09T12:37:46.588902,18.8
2025-05-09T12:37:46.789742,18.8
2025-05-09T12:37:46.990608,18.8
2025-05-09T12:37:47.191425,18.8
2025-05-09T12:37:47.392652,18.8
2025-05-09T12:37:47.593580,12.5
2025-05-09T12:37:47.794435,12.5
2025-05-09T12:37:47.995239,18.8
2025-05-09T12:37:48.196051,12.5
2025-05-09T12:37:48.396819,18.8
2025-05-09T12:37:48.597702,18.8
2025-05-09T12:37:48.798578,18.8
2025-05-09T12:37:48.999460,12.5
2025-05-09T12:37:49.200311,12.5
2025-05-09T12:37:49.401183,18.8
2025-05-09T12:37:49.602063,18.8
2025-05-09T12:37:49.802772,18.8
2025-05-09T12:37:50.003717,18.8
2025-05-09T12:37:50.204460,18.8
2025-05-09T12:37:50.405236,12.5
2025-05-09T12:37:50.605997,12.5
2025-05-09T12:37:50.806787,12.5
2025-05-09T12:37:51.007600,18.8
2025-05-09T12:37:51.208648,18.8
2025-05-09T12:37:51.409593,18.8
2025-05-09T12:37:51.610446,18.8
2025-05-09T12:37:51.811264,18.8
2025-05-09T12:37:52.012234,12.5
2025-05-09T12:37:52.213160,12.5
2025-05-09T12:37:52.414011,12.5
2025-05-09T12:37:52.614979,12.5
2025-05-09T12:37:52.815812,18.8
2025-05-09T12:37:53.016712,18.8
2025-05-09T12:37:53.217533,18.8
2025-05-09T12:37:53.418366,12.5
2025-05-09T12:37:53.619195,12.5
2025-05-09T12:37:53.820084,12.5
2025-05-09T12:37:54.020925,12.5
2025-05-09T12:37:54.221771,12.5
2025-05-09T12:37:54.422653,12.5
2025-05-09T12:37:54.623511,12.5
2025-05-09T12:37:54.824318,12.5
2025-05-09T12:37:55.025226,18.8
2025-05-09T12:37:55.226013,18.8
2025-05-09T12:37:55.426752,18.8
2025-05-09T12:37:55.627541,12.5
2025-05-09T12:37:55.828384,12.5
2025-05-09T12:37:56.029242,18.8
2025-05-09T12:37:56.230105,18.8
2025-05-09T12:37:56.431137,12.5
2025-05-09T12:37:56.632002,12.5
2025-05-09T12:37:56.832750,12.5
2025-05-09T12:37:57.033523,12.5
2025-05-09T12:37:57.234455,12.5
2025-05-09T12:37:57.435208,18.8
2025-05-09T12:37:57.636139,18.8
2025-05-09T12:37:57.836930,12.5
2025-05-09T12:37:58.037867,12.5
2025-05-09T12:37:58.238616,12.5
2025-05-09T12:37:58.439406,12.5
2025-05-09T12:37:58.640148,12.5
2025-05-09T12:37:58.840968,12.5
2025-05-09T12:37:59.041848,18.8
2025-05-09T12:37:59.242796,18.8
2025-05-09T12:37:59.443696,18.8
2025-05-09T12:37:59.644576,18.8
2025-05-09T12:37:59.845339,18.8
2025-05-09T12:38:00.046408,18.8
2025-05-09T12:38:00.247455,18.8
2025-05-09T12:38:00.448451,18.8
2025-05-09T12:38:00.649260,18.8
2025-05-09T12:38:00.850116,18.8
2025-05-09T12:38:01.051019,18.8
2025-05-09T12:38:01.251862,12.5
2025-05-09T12:38:01.452766,12.5
2025-05-09T12:38:01.653693,12.5
2025-05-09T12:38:01.854687,18.8
2025-05-09T12:38:02.055624,18.8
2025-05-09T12:38:02.256347,18.8
2025-05-09T12:38:02.457157,18.8
2025-05-09T12:38:02.657980,18.8
2025-05-09T12:38:02.858865,18.8
2025-05-09T12:38:03.059809,18.8
2025-05-09T12:38:03.260663,18.8
2025-05-09T12:38:03.461476,18.8
2025-05-09T12:38:03.662212,18.8
2025-05-09T12:38:03.863177,18.8
2025-05-09T12:38:04.064009,18.8
2025-05-09T12:38:04.264703,18.8
2025-05-09T12:38:04.465534,18.8
2025-05-09T12:38:04.666442,18.8
2025-05-09T12:38:04.867353,18.8
2025-05-09T12:38:05.068106,18.8
2025-05-09T12:38:05.269234,18.8
2025-05-09T12:38:05.470396,18.8
2025-05-09T12:38:05.671449,18.8
2025-05-09T12:38:05.872629,18.8
2025-05-09T12:38:06.073534,18.8
2025-05-09T12:38:06.274632,18.8
2025-05-09T12:38:06.475643,18.8
2025-05-09T12:38:06.676512,18.8
2025-05-09T12:38:06.877463,18.8
2025-05-09T12:38:07.078293,12.5
2025-05-09T12:38:07.279215,12.5
2025-05-09T12:38:07.519751,12.5
2025-05-09T12:38:07.721749,12.5
2025-05-09T12:38:07.928824,18.8
2025-05-09T12:38:08.140600,18.8
2025-05-09T12:38:08.371077,12.5
2025-05-09T12:38:08.573207,12.5
2025-05-09T12:38:08.774513,12.5
2025-05-09T12:38:08.998744,12.5
2025-05-09T12:38:09.200024,12.5
2025-05-09T12:38:09.401173,18.8
2025-05-09T12:38:09.602292,18.8
2025-05-09T12:38:09.803340,18.8
2025-05-09T12:38:10.004585,12.5
2025-05-09T12:38:10.206135,12.5
2025-05-09T12:38:10.407645,12.5
2025-05-09T12:38:10.608632,12.5
2025-05-09T12:38:10.809615,12.5
2025-05-09T12:38:11.010847,18.8
2025-05-09T12:38:11.212094,18.8
2025-05-09T12:38:11.413123,12.5
2025-05-09T12:38:11.614583,12.5
2025-05-09T12:38:11.816075,12.5
2025-05-09T12:38:12.017416,12.5
2025-05-09T12:38:12.218986,12.5
2025-05-09T12:38:12.420523,18.8
2025-05-09T12:38:12.621807,18.8
2025-05-09T12:38:12.822818,18.8
2025-05-09T12:38:13.024122,12.5
2025-05-09T12:38:13.225505,12.5
2025-05-09T12:38:13.433611,12.5
2025-05-09T12:38:13.634927,12.5
2025-05-09T12:38:13.835999,12.5
2025-05-09T12:38:14.037556,18.8
2025-05-09T12:38:14.238985,18.8
2025-05-09T12:38:14.443852,12.5
2025-05-09T12:38:14.645358,12.5
2025-05-09T12:38:14.847372,12.5
2025-05-09T12:38:15.049057,12.5
2025-05-09T12:38:15.250229,12.5
2025-05-09T12:38:15.451350,18.8
2025-05-09T12:38:15.652582,18.8
2025-05-09T12:38:15.853686,12.5
2025-05-09T12:38:16.054941,12.5
2025-05-09T12:38:16.256068,12.5
2025-05-09T12:38:16.473980,12.5
2025-05-09T12:38:16.680363,12.5
2025-05-09T12:38:16.881477,18.8
2025-05-09T12:38:17.083224,18.8
2025-05-09T12:38:17.284676,18.8
2025-05-09T12:38:17.485554,12.5
2025-05-09T12:38:17.686695,12.5
2025-05-09T12:38:17.887477,12.5
2025-05-09T12:38:18.088321,12.5
2025-05-09T12:38:18.289183,12.5
2025-05-09T12:38:18.490438,18.8
2025-05-09T12:38:18.691661,18.8
2025-05-09T12:38:18.893138,12.5
2025-05-09T12:38:19.094086,12.5
2025-05-09T12:38:19.295353,12.5
2025-05-09T12:38:19.496399,12.5
2025-05-09T12:38:19.709947,12.5
2025-05-09T12:38:19.910711,18.8
2025-05-09T12:38:20.111583,18.8
2025-05-09T12:38:20.312590,18.8
2025-05-09T12:38:20.513491,12.5
2025-05-09T12:38:20.714343,12.5
2025-05-09T12:38:20.915203,12.5
2025-05-09T12:38:21.115990,12.5
2025-05-09T12:38:21.316723,12.5
2025-05-09T12:38:21.517456,18.8
2025-05-09T12:38:21.718217,18.8
2025-05-09T12:38:21.918994,12.5
2025-05-09T12:38:22.119781,12.5
2025-05-09T12:38:22.320717,12.5
2025-05-09T12:38:22.521462,12.5
2025-05-09T12:38:22.722209,12.5
2025-05-09T12:38:22.923367,18.8
2025-05-09T12:38:23.124590,18.8
2025-05-09T12:38:23.325420,18.8
2025-05-09T12:38:23.526199,12.5
2025-05-09T12:38:23.727134,12.5
2025-05-09T12:38:23.927844,12.5
2025-05-09T12:38:24.128662,12.5
2025-05-09T12:38:24.329440,12.5
2025-05-09T12:38:24.530224,18.8
2025-05-09T12:38:24.731097,18.8
2025-05-09T12:38:24.932065,12.5
2025-05-09T12:38:25.133109,12.5
2025-05-09T12:38:25.345466,12.5
2025-05-09T12:38:25.546385,12.5
2025-05-09T12:38:25.747458,12.5
2025-05-09T12:38:25.948442,18.8
2025-05-09T12:38:26.149383,18.8
2025-05-09T12:38:26.350248,18.8
2025-05-09T12:38:26.551186,12.5
2025-05-09T12:38:26.752097,12.5
2025-05-09T12:38:26.953056,12.5
2025-05-09T12:38:27.153785,12.5
2025-05-09T12:38:27.354695,12.5
2025-05-09T12:38:27.555485,18.8
2025-05-09T12:38:27.756258,18.8
2025-05-09T12:38:27.957213,12.5
2025-05-09T12:38:28.158075,12.5
2025-05-09T12:38:28.358887,12.5
2025-05-09T12:38:28.559642,12.5
2025-05-09T12:38:28.760469,12.5
2025-05-09T12:38:28.961274,18.8
2025-05-09T12:38:29.162043,18.8
2025-05-09T12:38:29.363069,18.8
2025-05-09T12:38:29.563935,12.5
2025-05-09T12:38:29.764963,12.5
2025-05-09T12:38:29.965693,12.5
2025-05-09T12:38:30.166785,12.5
2025-05-09T12:38:30.368022,12.5
2025-05-09T12:38:30.568843,18.8
2025-05-09T12:38:30.769740,18.8
2025-05-09T12:38:30.970534,12.5
2025-05-09T12:38:31.171359,12.5
2025-05-09T12:38:31.373985,12.5
2025-05-09T12:38:31.575238,12.5
2025-05-09T12:38:31.776018,12.5
2025-05-09T12:38:31.980014,18.8
2025-05-09T12:38:32.180790,18.8
2025-05-09T12:38:32.381705,12.5
